Timestamp,Latitude,Longitude,RedPixels,OrangePixels,GreenPixels
2025-06-12 11-06-34,13.04,80.12,580,2547,15447
2025-06-12 11-06-34,13.04,80.13,753,2224,13416
2025-06-12 11-06-34,13.04,80.14,655,2822,18057
2025-06-12 11-06-34,13.04,80.15,696,1717,13521
2025-06-12 11-06-34,13.04,80.16,929,1401,13877
2025-06-12 11-06-34,13.04,80.17,766,1393,13102
2025-06-12 11-06-34,13.04,80.18,1367,3916,16710
2025-06-12 11-06-34,13.04,80.19,1888,2507,9340
2025-06-12 11-06-34,13.04,80.2,3121,1491,6931
2025-06-12 11-06-34,13.04,80.21,4103,1605,7265
2025-06-12 11-06-34,13.04,80.22,4981,1989,8100
2025-06-12 11-06-34,13.04,80.23,5127,2129,9403
2025-06-12 11-06-34,13.04,80.24,5644,2323,8827
2025-06-12 11-06-34,13.04,80.25,5632,2337,10052
2025-06-12 11-06-34,13.04,80.26,4998,1714,8386
2025-06-12 11-06-34,13.04,80.27,4266,1484,5900
2025-06-12 11-06-34,13.04,80.28,2673,1325,4504
2025-06-12 11-06-34,13.04,80.29,1491,1851,2501
2025-06-12 11-06-34,13.04,80.3,1169,1030,2248
2025-06-12 11-06-34,13.04,80.31,565,1294,1663
2025-06-12 11-06-34,13.04,80.32,299,1119,211
2025-06-12 11-06-34,13.04,80.33,682,703,211
2025-06-12 11-06-34,13.04,80.34,299,703,211
2025-06-12 11-06-34,13.04,80.35,299,703,211
2025-06-12 11-06-34,13.04,80.36,299,703,211
2025-06-12 11-06-34,13.04,80.37,299,703,211
2025-06-12 11-06-34,13.04,80.38,299,703,211
2025-06-12 11-06-34,13.04,80.39,299,703,211
2025-06-12 11-06-34,13.05,79.95,299,703,4505
2025-06-12 11-06-34,13.05,79.96,299,703,3544
2025-06-12 11-06-34,13.05,79.97,299,703,2739
2025-06-12 11-06-34,13.05,79.98,299,707,2244
2025-06-12 11-06-34,13.05,79.99,299,707,1740
2025-06-12 11-06-34,13.05,80.0,109,274,1683
2025-06-12 11-06-34,13.05,80.01,299,847,3152
2025-06-12 11-06-34,13.05,80.02,299,1057,6223
2025-06-12 11-06-34,13.05,80.03,443,1184,7654
2025-06-12 11-06-34,13.05,80.04,512,1500,9566
2025-06-12 11-06-34,13.05,80.05,614,1775,11319
2025-06-12 11-06-34,13.05,80.06,670,2290,15247
2025-06-12 11-06-34,13.05,80.07,868,2234,17721
2025-06-12 11-06-34,13.05,80.08,927,2435,19857
2025-06-12 11-06-34,13.05,80.09,1038,2447,21835
2025-06-12 11-06-34,13.05,80.1,708,2488,20042
2025-06-12 11-06-34,13.05,80.11,822,2326,19575
2025-06-12 11-06-34,13.05,80.12,711,2968,17418
2025-06-12 11-06-34,13.05,80.13,920,3100,17894
2025-06-12 11-06-34,13.05,80.14,797,2841,16735
2025-06-12 11-06-34,13.05,80.15,667,2230,14032
2025-06-12 11-06-34,13.05,80.16,656,1800,11510
2025-06-12 11-06-34,13.05,80.17,881,1774,10705
2025-06-12 11-06-34,13.05,80.18,1312,2672,11324
2025-06-12 11-06-34,13.05,80.19,1787,1805,9201
2025-06-12 11-06-34,13.05,80.2,2070,1845,8346
2025-06-12 11-06-34,13.05,80.21,2969,1895,8922
2025-06-12 11-06-34,13.05,80.22,3570,1952,9760
2025-06-12 11-06-34,13.05,80.23,3300,2439,11606
2025-06-12 11-06-34,13.05,80.24,3694,2202,10020
2025-06-12 11-06-34,13.05,80.25,3168,2307,10316
2025-06-12 11-06-34,13.05,80.26,3795,1809,10123
2025-06-12 11-06-34,13.05,80.27,2489,1794,8657
2025-06-12 11-06-34,13.05,80.28,1953,1629,8104
2025-06-12 11-06-34,13.05,80.29,1530,1431,4382
2025-06-12 11-06-34,13.05,80.3,1154,1491,3347
2025-06-12 11-06-34,13.05,80.31,507,1367,2160
2025-06-12 11-06-34,13.05,80.32,299,1119,213
2025-06-12 11-06-34,13.05,80.33,299,1119,211
2025-06-12 11-06-34,13.05,80.34,299,703,211
2025-06-12 11-06-34,13.05,80.35,299,703,211
2025-06-12 11-06-34,13.05,80.36,299,703,211
2025-06-12 11-06-34,13.05,80.37,299,703,211
2025-06-12 11-06-34,13.05,80.38,299,703,211
2025-06-12 11-06-34,13.05,80.39,299,703,211
2025-06-12 11-06-34,13.06,79.95,299,703,3588
2025-06-12 11-06-34,13.06,79.96,299,721,3734
2025-06-12 11-06-34,13.06,79.97,299,833,2963
2025-06-12 11-06-34,13.06,79.98,299,854,2225
2025-06-12 11-06-34,13.06,79.99,299,828,2027
2025-06-12 11-06-34,13.06,80.0,299,711,2812
2025-06-12 11-06-34,13.06,80.01,299,703,4578
2025-06-12 11-06-34,13.06,80.02,299,703,5877
2025-06-12 11-06-34,13.06,80.03,299,703,6470
2025-06-12 11-06-34,13.06,80.04,343,961,7732
2025-06-12 11-06-34,13.06,80.05,444,1284,12011
2025-06-12 11-06-34,13.06,80.06,494,1520,15216
2025-06-12 11-06-34,13.06,80.07,533,1975,17617
2025-06-12 11-06-34,13.06,80.08,571,2099,20388
2025-06-12 11-06-34,13.06,80.09,667,2346,22721
2025-06-12 11-06-34,13.06,80.1,598,2470,23234
2025-06-12 11-06-34,13.06,80.11,697,2332,20975
2025-06-12 11-06-34,13.06,80.12,726,2802,16814
2025-06-12 11-06-34,13.06,80.13,867,2905,20102
2025-06-12 11-06-34,13.06,80.14,732,2354,16494
2025-06-12 11-06-34,13.06,80.15,799,3159,13253
2025-06-12 11-06-34,13.06,80.16,820,3910,9534
2025-06-12 11-06-34,13.06,80.17,1086,3853,9317
2025-06-12 11-06-34,13.06,80.18,1206,4136,11867
2025-06-12 11-06-34,13.06,80.19,1396,3481,11747
2025-06-12 11-06-34,13.06,80.2,1880,3712,10872
2025-06-12 11-06-34,13.06,80.21,2088,3082,10935
2025-06-12 11-06-34,13.06,80.22,2670,3131,13066
2025-06-12 11-06-34,13.06,80.23,2902,3298,15128
2025-06-12 11-06-34,13.06,80.24,2682,3103,13149
2025-06-12 11-06-34,13.06,80.25,2341,2874,12734
2025-06-12 11-06-34,13.06,80.26,2357,2338,13801
2025-06-12 11-06-34,13.06,80.27,1453,2540,10985
2025-06-12 11-06-34,13.06,80.28,1067,2391,9598
2025-06-12 11-06-34,13.06,80.29,585,1221,5180
2025-06-12 11-06-34,13.06,80.3,711,1045,4248
2025-06-12 11-06-34,13.06,80.31,309,1301,2809
2025-06-12 11-06-34,13.06,80.32,299,1119,780
2025-06-12 11-06-34,13.06,80.33,299,1119,211
2025-06-12 11-06-34,13.06,80.34,299,703,615
2025-06-12 11-06-34,13.06,80.35,299,703,211
2025-06-12 11-06-34,13.06,80.36,299,703,211
2025-06-12 11-06-34,13.06,80.37,299,703,211
2025-06-12 11-06-34,13.06,80.38,299,703,211
2025-06-12 11-06-34,13.06,80.39,299,703,211
2025-06-12 11-06-34,13.07,79.95,299,703,3955
2025-06-12 11-06-34,13.07,79.96,299,708,3425
2025-06-12 11-06-34,13.07,79.97,299,770,2848
2025-06-12 11-06-34,13.07,79.98,299,770,2167
2025-06-12 11-06-34,13.07,79.99,299,758,2722
2025-06-12 11-06-34,13.07,80.0,299,703,5252
2025-06-12 11-06-34,13.07,80.01,299,703,6540
2025-06-12 11-06-34,13.07,80.02,299,705,6238
2025-06-12 11-06-34,13.07,80.03,299,705,6738
2025-06-12 11-06-34,13.07,80.04,299,703,8753
2025-06-12 11-06-34,13.07,80.05,299,876,11514
2025-06-12 11-06-34,13.07,80.06,299,875,12139
2025-06-12 11-06-34,13.07,80.07,302,1143,10880
2025-06-12 11-06-34,13.07,80.08,343,1507,13608
2025-06-12 11-06-34,13.07,80.09,391,1639,16215
2025-06-12 11-06-34,13.07,80.1,300,1803,17856
2025-06-12 11-06-34,13.07,80.11,369,2029,16435
2025-06-12 11-06-34,13.07,80.12,362,2406,13706
2025-06-12 11-06-34,13.07,80.13,654,2684,17448
2025-06-12 11-06-34,13.07,80.14,762,2924,18152
2025-06-12 11-06-34,13.07,80.15,997,4070,15955
2025-06-12 11-06-34,13.07,80.16,1175,4937,14130
2025-06-12 11-06-34,13.07,80.17,1340,5214,16062
2025-06-12 11-06-34,13.07,80.18,1583,5526,17631
2025-06-12 11-06-34,13.07,80.19,1880,4640,15730
2025-06-12 11-06-34,13.07,80.2,1473,3847,11736
2025-06-12 11-06-34,13.07,80.21,2163,3313,10240
2025-06-12 11-06-34,13.07,80.22,1978,2826,11783
2025-06-12 11-06-34,13.07,80.23,2019,2619,13315
2025-06-12 11-06-34,13.07,80.24,2477,3364,12708
2025-06-12 11-06-34,13.07,80.25,2193,3527,14971
2025-06-12 11-06-34,13.07,80.26,1759,2943,15575
2025-06-12 11-06-34,13.07,80.27,1585,2623,14136
2025-06-12 11-06-34,13.07,80.28,960,2204,9974
2025-06-12 11-06-34,13.07,80.29,856,1397,6691
2025-06-12 11-06-34,13.07,80.3,696,1229,4873
2025-06-12 11-06-34,13.07,80.31,388,913,3603
2025-06-12 11-06-34,13.07,80.32,316,1139,1032
2025-06-12 11-06-34,13.07,80.33,299,1119,214
2025-06-12 11-06-34,13.07,80.34,299,703,615
2025-06-12 11-06-34,13.07,80.35,299,703,211
2025-06-12 11-06-34,13.07,80.36,299,703,211
2025-06-12 11-06-34,13.07,80.37,299,703,211
2025-06-12 11-06-34,13.07,80.38,299,703,211
2025-06-12 11-06-34,13.07,80.39,299,703,211
2025-06-12 11-06-34,13.08,79.95,299,703,4433
2025-06-12 11-06-34,13.08,79.96,299,703,4471
2025-06-12 11-06-34,13.08,79.97,299,703,5524
2025-06-12 11-06-34,13.08,79.98,303,703,6162
2025-06-12 11-06-34,13.08,79.99,303,718,6968
2025-06-12 11-06-34,13.08,80.0,304,718,7868
2025-06-12 11-06-34,13.08,80.01,299,715,8410
2025-06-12 11-06-34,13.08,80.02,299,703,8074
2025-06-12 11-06-34,13.08,80.03,299,750,10650
2025-06-12 11-06-34,13.08,80.04,299,748,12585
2025-06-12 11-06-34,13.08,80.05,299,803,13868
2025-06-12 11-06-34,13.08,80.06,299,900,12667
2025-06-12 11-06-34,13.08,80.07,299,766,9714
2025-06-12 11-06-34,13.08,80.08,299,879,12955
2025-06-12 11-06-34,13.08,80.09,299,1023,13565
2025-06-12 11-06-34,13.08,80.1,299,942,11777
2025-06-12 11-06-34,13.08,80.11,299,871,8410
2025-06-12 11-06-34,13.08,80.12,300,937,8519
2025-06-12 11-06-34,13.08,80.13,412,1497,13202
2025-06-12 11-06-34,13.08,80.14,437,1517,13539
2025-06-12 11-06-34,13.08,80.15,652,3159,14095
2025-06-12 11-06-34,13.08,80.16,774,4998,14297
2025-06-12 11-06-34,13.08,80.17,1181,5587,17263
2025-06-12 11-06-34,13.08,80.18,1155,5499,18460
2025-06-12 11-06-34,13.08,80.19,1392,6431,18807
2025-06-12 11-06-34,13.08,80.2,1073,7517,14806
2025-06-12 11-06-34,13.08,80.21,1773,5422,15967
2025-06-12 11-06-34,13.08,80.22,1741,3889,15887
2025-06-12 11-06-34,13.08,80.23,2084,3716,17132
2025-06-12 11-06-34,13.08,80.24,2403,3489,14874
2025-06-12 11-06-34,13.08,80.25,2266,3843,18152
2025-06-12 11-06-34,13.08,80.26,2015,4134,18190
2025-06-12 11-06-34,13.08,80.27,1734,3373,15834
2025-06-12 11-06-34,13.08,80.28,1478,2998,10889
2025-06-12 11-06-34,13.08,80.29,874,1959,7205
2025-06-12 11-06-34,13.08,80.3,537,1862,5389
2025-06-12 11-06-34,13.08,80.31,353,1378,3546
2025-06-12 11-06-34,13.08,80.32,96,863,1124
2025-06-12 11-06-34,13.08,80.33,299,1119,216
2025-06-12 11-06-34,13.08,80.34,299,703,615
2025-06-12 11-06-34,13.08,80.35,299,703,211
2025-06-12 11-06-34,13.08,80.36,299,703,211
2025-06-12 11-06-34,13.08,80.37,299,703,211
2025-06-12 11-06-34,13.08,80.38,299,703,211
2025-06-12 11-06-34,13.08,80.39,299,703,211
2025-06-12 11-06-34,13.09,79.95,299,703,7715
2025-06-12 11-06-34,13.09,79.96,300,703,8489
2025-06-12 11-06-34,13.09,79.97,299,703,8448
2025-06-12 11-06-34,13.09,79.98,307,703,7905
2025-06-12 11-06-34,13.09,79.99,307,703,7432
2025-06-12 11-06-34,13.09,80.0,307,703,7536
2025-06-12 11-06-34,13.09,80.01,307,703,6356
2025-06-12 11-06-34,13.09,80.02,307,703,8776
2025-06-12 11-06-34,13.09,80.03,308,720,12291
2025-06-12 11-06-34,13.09,80.04,299,749,14399
2025-06-12 11-06-34,13.09,80.05,299,746,15048
2025-06-12 11-06-34,13.09,80.06,299,749,8953
2025-06-12 11-06-34,13.09,80.07,299,747,7733
2025-06-12 11-06-34,13.09,80.08,299,1083,11139
2025-06-12 11-06-34,13.09,80.09,299,1408,11909
2025-06-12 11-06-34,13.09,80.1,299,1390,8005
2025-06-12 11-06-34,13.09,80.11,299,898,6468
2025-06-12 11-06-34,13.09,80.12,299,1014,7160
2025-06-12 11-06-34,13.09,80.13,490,1775,14321
2025-06-12 11-06-34,13.09,80.14,721,2037,14719
2025-06-12 11-06-34,13.09,80.15,721,2920,13292
2025-06-12 11-06-34,13.09,80.16,956,3676,12782
2025-06-12 11-06-34,13.09,80.17,1234,3914,15913
2025-06-12 11-06-34,13.09,80.18,1259,4130,20020
2025-06-12 11-06-34,13.09,80.19,1779,5326,21544
2025-06-12 11-06-34,13.09,80.2,1806,5927,18112
2025-06-12 11-06-34,13.09,80.21,1917,5183,19582
2025-06-12 11-06-34,13.09,80.22,1904,3687,19533
2025-06-12 11-06-34,13.09,80.23,2257,4331,18660
2025-06-12 11-06-34,13.09,80.24,2538,4712,17922
2025-06-12 11-06-34,13.09,80.25,2344,5675,17511
2025-06-12 11-06-34,13.09,80.26,2321,5481,19166
2025-06-12 11-06-34,13.09,80.27,1778,4910,16287
2025-06-12 11-06-34,13.09,80.28,1015,4160,12478
2025-06-12 11-06-34,13.09,80.29,883,3759,10689
2025-06-12 11-06-34,13.09,80.3,602,1968,8722
2025-06-12 11-06-34,13.09,80.31,408,1712,4609
2025-06-12 11-06-34,13.09,80.32,395,1504,2134
2025-06-12 11-06-34,13.09,80.33,299,1119,237
2025-06-12 11-06-34,13.09,80.34,299,703,618
2025-06-12 11-06-34,13.09,80.35,299,703,211
2025-06-12 11-06-34,13.09,80.36,299,703,211
2025-06-12 11-06-34,13.09,80.37,299,703,211
2025-06-12 11-06-34,13.09,80.38,299,703,211
2025-06-12 11-06-34,13.09,80.39,299,703,211
2025-06-12 11-06-34,13.1,79.95,299,703,6519
2025-06-12 11-06-34,13.1,79.96,299,703,6819
2025-06-12 11-06-34,13.1,79.97,299,703,7074
2025-06-12 11-06-34,13.1,79.98,307,703,7617
2025-06-12 11-06-34,13.1,79.99,307,703,8936
2025-06-12 11-06-34,13.1,80.0,303,703,9817
2025-06-12 11-06-34,13.1,80.01,303,703,9488
2025-06-12 11-06-34,13.1,80.02,303,703,12792
2025-06-12 11-06-34,13.1,80.03,303,703,15088
2025-06-12 11-06-34,13.1,80.04,299,703,15233
2025-06-12 11-06-34,13.1,80.05,299,703,14608
2025-06-12 11-06-34,13.1,80.06,299,703,10472
2025-06-12 11-06-34,13.1,80.07,303,766,9327
2025-06-12 11-06-34,13.1,80.08,315,1905,13064
2025-06-12 11-06-34,13.1,80.09,312,2081,9481
2025-06-12 11-06-34,13.1,80.1,305,2098,5794
2025-06-12 11-06-34,13.1,80.11,303,1048,5673
2025-06-12 11-06-34,13.1,80.12,366,1222,6977
2025-06-12 11-06-34,13.1,80.13,643,1692,11749
2025-06-12 11-06-34,13.1,80.14,881,2023,12574
2025-06-12 11-06-34,13.1,80.15,896,2273,12074
2025-06-12 11-06-34,13.1,80.16,1056,2825,11219
2025-06-12 11-06-34,13.1,80.17,1199,3089,14408
2025-06-12 11-06-34,13.1,80.18,1667,3677,18228
2025-06-12 11-06-34,13.1,80.19,1522,3407,19267
2025-06-12 11-06-34,13.1,80.2,1539,2774,15037
2025-06-12 11-06-34,13.1,80.21,1140,2283,15091
2025-06-12 11-06-34,13.1,80.22,1527,2502,15988
2025-06-12 11-06-34,13.1,80.23,1591,3615,18724
2025-06-12 11-06-34,13.1,80.24,1960,3783,17508
2025-06-12 11-06-34,13.1,80.25,2336,3472,17906
2025-06-12 11-06-34,13.1,80.26,2237,3605,16225
2025-06-12 11-06-34,13.1,80.27,1964,3438,13750
2025-06-12 11-06-34,13.1,80.28,1336,3264,10681
2025-06-12 11-06-34,13.1,80.29,984,2773,9266
2025-06-12 11-06-34,13.1,80.3,470,2725,6169
2025-06-12 11-06-34,13.1,80.31,376,2153,4221
2025-06-12 11-06-34,13.1,80.32,356,1833,1597
2025-06-12 11-06-34,13.1,80.33,299,703,745
2025-06-12 11-06-34,13.1,80.34,299,703,618
2025-06-12 11-06-34,13.1,80.35,299,703,211
2025-06-12 11-06-34,13.1,80.36,299,703,211
2025-06-12 11-06-34,13.1,80.37,299,703,211
2025-06-12 11-06-34,13.1,80.38,299,703,211
2025-06-12 11-06-34,13.1,80.39,299,703,211
2025-06-12 11-06-34,13.11,79.95,299,725,9686
2025-06-12 11-06-34,13.11,79.96,300,945,10964
2025-06-12 11-06-34,13.11,79.97,299,995,10910
2025-06-12 11-06-34,13.11,79.98,439,1180,11352
2025-06-12 11-06-34,13.11,79.99,438,1439,10648
2025-06-12 11-06-34,13.11,80.0,438,1233,11449
2025-06-12 11-06-34,13.11,80.01,439,1195,9338
2025-06-12 11-06-34,13.11,80.02,306,1107,14202
2025-06-12 11-06-34,13.11,80.03,618,1311,16322
2025-06-12 11-06-34,13.11,80.04,584,1664,16405
2025-06-12 11-06-34,13.11,80.05,579,1090,15873
2025-06-12 11-06-34,13.11,80.06,583,953,12756
2025-06-12 11-06-34,13.11,80.07,486,1238,13633
2025-06-12 11-06-34,13.11,80.08,536,2816,15048
2025-06-12 11-06-34,13.11,80.09,508,2897,12009
2025-06-12 11-06-34,13.11,80.1,336,2796,8868
2025-06-12 11-06-34,13.11,80.11,335,2051,8557
2025-06-12 11-06-34,13.11,80.12,481,2632,11214
2025-06-12 11-06-34,13.11,80.13,654,3156,13889
2025-06-12 11-06-34,13.11,80.14,808,3191,16162
2025-06-12 11-06-34,13.11,80.15,800,2122,13605
2025-06-12 11-06-34,13.11,80.16,1049,3098,11626
2025-06-12 11-06-34,13.11,80.17,1143,3003,14766
2025-06-12 11-06-34,13.11,80.18,1479,3304,16933
2025-06-12 11-06-34,13.11,80.19,1662,3359,15304
2025-06-12 11-06-34,13.11,80.2,1533,2859,12935
2025-06-12 11-06-34,13.11,80.21,1385,2403,13989
2025-06-12 11-06-34,13.11,80.22,1611,2673,15684
2025-06-12 11-06-34,13.11,80.23,2066,3348,15577
2025-06-12 11-06-34,13.11,80.24,2204,3304,15529
2025-06-12 11-06-34,13.11,80.25,2386,3218,15422
2025-06-12 11-06-34,13.11,80.26,2240,4519,16573
2025-06-12 11-06-34,13.11,80.27,2117,3850,15529
2025-06-12 11-06-34,13.11,80.28,1674,4111,12063
2025-06-12 11-06-34,13.11,80.29,1529,2650,9777
2025-06-12 11-06-34,13.11,80.3,1128,2157,7467
2025-06-12 11-06-34,13.11,80.31,826,1787,5780
2025-06-12 11-06-34,13.11,80.32,404,1532,2396
2025-06-12 11-06-34,13.11,80.33,299,1119,249
2025-06-12 11-06-34,13.11,80.34,299,703,621
2025-06-12 11-06-34,13.11,80.35,299,703,211
2025-06-12 11-06-34,13.11,80.36,299,703,211
2025-06-12 11-06-34,13.11,80.37,299,703,211
2025-06-12 11-06-34,13.11,80.38,299,703,211
2025-06-12 11-06-34,13.11,80.39,299,703,211
2025-06-12 11-06-34,13.12,79.95,542,1102,11815
2025-06-12 11-06-34,13.12,79.96,526,1344,10840
2025-06-12 11-06-34,13.12,79.97,607,1541,9085
2025-06-12 11-06-34,13.12,79.98,439,1767,8185
2025-06-12 11-06-34,13.12,79.99,439,1306,7434
2025-06-12 11-06-34,13.12,80.0,438,1169,8639
2025-06-12 11-06-34,13.12,80.01,438,1133,8571
2025-06-12 11-06-34,13.12,80.02,321,1208,13524
2025-06-12 11-06-34,13.12,80.03,578,1544,13631
2025-06-12 11-06-34,13.12,80.04,580,1492,14000
2025-06-12 11-06-34,13.12,80.05,580,1058,13802
2025-06-12 11-06-34,13.12,80.06,542,851,10513
2025-06-12 11-06-34,13.12,80.07,380,1148,13325
2025-06-12 11-06-34,13.12,80.08,448,2069,14430
2025-06-12 11-06-34,13.12,80.09,445,2437,13563
2025-06-12 11-06-34,13.12,80.1,381,2070,13258
2025-06-12 11-06-34,13.12,80.11,379,2514,11518
2025-06-12 11-06-34,13.12,80.12,495,2950,12283
2025-06-12 11-06-34,13.12,80.13,517,3363,12371
2025-06-12 11-06-34,13.12,80.14,605,3082,13520
2025-06-12 11-06-34,13.12,80.15,581,1493,12676
2025-06-12 11-06-34,13.12,80.16,575,2003,11595
2025-06-12 11-06-34,13.12,80.17,734,2120,12675
2025-06-12 11-06-34,13.12,80.18,1199,2271,12073
2025-06-12 11-06-34,13.12,80.19,1421,2342,10712
2025-06-12 11-06-34,13.12,80.2,1078,2041,9722
2025-06-12 11-06-34,13.12,80.21,1092,1723,13516
2025-06-12 11-06-34,13.12,80.22,1229,2384,14034
2025-06-12 11-06-34,13.12,80.23,1278,1973,14365
2025-06-12 11-06-34,13.12,80.24,1687,2489,14249
2025-06-12 11-06-34,13.12,80.25,1303,2257,13862
2025-06-12 11-06-34,13.12,80.26,1592,2531,15920
2025-06-12 11-06-34,13.12,80.27,1404,2648,16431
2025-06-12 11-06-34,13.12,80.28,1053,2334,11844
2025-06-12 11-06-34,13.12,80.29,1379,1855,10638
2025-06-12 11-06-34,13.12,80.3,850,1335,7071
2025-06-12 11-06-34,13.12,80.31,639,1826,5918
2025-06-12 11-06-34,13.12,80.32,332,1397,2238
2025-06-12 11-06-34,13.12,80.33,299,703,980
2025-06-12 11-06-34,13.12,80.34,299,703,617
2025-06-12 11-06-34,13.12,80.35,299,703,615
2025-06-12 11-06-34,13.12,80.36,299,703,211
2025-06-12 11-06-34,13.12,80.37,299,703,211
2025-06-12 11-06-34,13.12,80.38,299,703,211
2025-06-12 11-06-34,13.12,80.39,299,703,211
2025-06-12 11-06-34,13.13,79.95,438,1102,6343
2025-06-12 11-06-34,13.13,79.96,438,1123,5924
2025-06-12 11-06-34,13.13,79.97,506,1271,5903
2025-06-12 11-06-34,13.13,79.98,438,1567,6396
2025-06-12 11-06-34,13.13,79.99,438,1564,7328
2025-06-12 11-06-34,13.13,80.0,450,1647,8835
2025-06-12 11-06-34,13.13,80.01,450,1844,10636
2025-06-12 11-06-34,13.13,80.02,442,1695,15612
2025-06-12 11-06-34,13.13,80.03,734,2009,16929
2025-06-12 11-06-34,13.13,80.04,724,1977,15337
2025-06-12 11-06-34,13.13,80.05,585,1723,15282
2025-06-12 11-06-34,13.13,80.06,613,1766,12293
2025-06-12 11-06-34,13.13,80.07,645,2096,14205
2025-06-12 11-06-34,13.13,80.08,641,2024,15411
2025-06-12 11-06-34,13.13,80.09,668,2207,13180
2025-06-12 11-06-34,13.13,80.1,370,1391,13207
2025-06-12 11-06-34,13.13,80.11,437,1800,11900
2025-06-12 11-06-34,13.13,80.12,525,1837,12466
2025-06-12 11-06-34,13.13,80.13,502,2122,11804
2025-06-12 11-06-34,13.13,80.14,613,1729,12787
2025-06-12 11-06-34,13.13,80.15,679,1591,13829
2025-06-12 11-06-34,13.13,80.16,649,1873,13565
2025-06-12 11-06-34,13.13,80.17,743,2140,14648
2025-06-12 11-06-34,13.13,80.18,632,2012,14902
2025-06-12 11-06-34,13.13,80.19,888,1693,14528
2025-06-12 11-06-34,13.13,80.2,892,1745,14720
2025-06-12 11-06-34,13.13,80.21,1006,1587,16818
2025-06-12 11-06-34,13.13,80.22,1224,1532,15850
2025-06-12 11-06-34,13.13,80.23,1125,1644,15858
2025-06-12 11-06-34,13.13,80.24,1121,1745,12011
2025-06-12 11-06-34,13.13,80.25,1149,2303,13311
2025-06-12 11-06-34,13.13,80.26,865,2202,12029
2025-06-12 11-06-34,13.13,80.27,826,2002,13261
2025-06-12 11-06-34,13.13,80.28,665,1989,11340
2025-06-12 11-06-34,13.13,80.29,550,1665,8188
2025-06-12 11-06-34,13.13,80.3,846,1462,6369
2025-06-12 11-06-34,13.13,80.31,725,1202,5205
2025-06-12 11-06-34,13.13,80.32,304,1285,2575
2025-06-12 11-06-34,13.13,80.33,299,744,1545
2025-06-12 11-06-34,13.13,80.34,299,703,615
2025-06-12 11-06-34,13.13,80.35,299,703,615
2025-06-12 11-06-34,13.13,80.36,299,703,211
2025-06-12 11-06-34,13.13,80.37,299,703,211
2025-06-12 11-06-34,13.13,80.38,299,703,211
2025-06-12 11-06-34,13.13,80.39,299,703,211
2025-06-12 11-06-34,13.14,79.95,626,1114,9816
2025-06-12 11-06-34,13.14,79.96,677,1413,8454
2025-06-12 11-06-34,13.14,79.97,641,1543,7465
2025-06-12 11-06-34,13.14,79.98,476,1732,7366
2025-06-12 11-06-34,13.14,79.99,438,1533,7763
2025-06-12 11-06-34,13.14,80.0,438,1207,6228
2025-06-12 11-06-34,13.14,80.01,440,1494,8270
2025-06-12 11-06-34,13.14,80.02,512,1260,12079
2025-06-12 11-06-34,13.14,80.03,650,1352,12772
2025-06-12 11-06-34,13.14,80.04,445,1508,11451
2025-06-12 11-06-34,13.14,80.05,400,954,10484
2025-06-12 11-06-34,13.14,80.06,399,1109,7045
2025-06-12 11-06-34,13.14,80.07,401,903,9180
2025-06-12 11-06-34,13.14,80.08,607,1239,8023
2025-06-12 11-06-34,13.14,80.09,386,933,6687
2025-06-12 11-06-34,13.14,80.1,308,714,7242
2025-06-12 11-06-34,13.14,80.11,308,861,6350
2025-06-12 11-06-34,13.14,80.12,328,1091,7406
2025-06-12 11-06-34,13.14,80.13,339,1091,9431
2025-06-12 11-06-34,13.14,80.14,378,1132,10080
2025-06-12 11-06-34,13.14,80.15,465,1725,11953
2025-06-12 11-06-34,13.14,80.16,536,1382,13943
2025-06-12 11-06-34,13.14,80.17,622,1174,14876
2025-06-12 11-06-34,13.14,80.18,510,1512,18590
2025-06-12 11-06-34,13.14,80.19,623,2392,22496
2025-06-12 11-06-34,13.14,80.2,675,2241,19514
2025-06-12 11-06-34,13.14,80.21,678,1745,18988
2025-06-12 11-06-34,13.14,80.22,595,1747,18492
2025-06-12 11-06-34,13.14,80.23,449,1655,16573
2025-06-12 11-06-34,13.14,80.24,551,1831,14053
2025-06-12 11-06-34,13.14,80.25,537,1075,12518
2025-06-12 11-06-34,13.14,80.26,647,941,14373
2025-06-12 11-06-34,13.14,80.27,614,1331,16265
2025-06-12 11-06-34,13.14,80.28,515,1205,12175
2025-06-12 11-06-34,13.14,80.29,462,1143,9675
2025-06-12 11-06-34,13.14,80.3,314,1109,8443
2025-06-12 11-06-34,13.14,80.31,345,996,6644
2025-06-12 11-06-34,13.14,80.32,309,839,4291
2025-06-12 11-06-34,13.14,80.33,299,789,2057
2025-06-12 11-06-34,13.14,80.34,299,703,616
2025-06-12 11-06-34,13.14,80.35,299,703,615
2025-06-12 11-06-34,13.14,80.36,299,703,615
2025-06-12 11-06-34,13.14,80.37,299,703,211
2025-06-12 11-06-34,13.14,80.38,299,703,211
2025-06-12 11-06-34,13.14,80.39,299,703,211
2025-06-12 11-06-34,13.15,79.95,346,714,6215
2025-06-12 11-06-34,13.15,79.96,618,703,4790
2025-06-12 11-06-34,13.15,79.97,413,992,4061
2025-06-12 11-06-34,13.15,79.98,299,930,3561
2025-06-12 11-06-34,13.15,79.99,299,703,3698
2025-06-12 11-06-34,13.15,80.0,299,754,3730
2025-06-12 11-06-34,13.15,80.01,299,832,6037
