Timestamp,Latitude,Longitude,RedPixels,OrangePixels,GreenPixels
2025-06-12 11-06-34,13.15,80.02,328,1013,8249
2025-06-12 11-06-34,13.15,80.03,329,1046,9645
2025-06-12 11-06-34,13.15,80.04,299,964,9218
2025-06-12 11-06-34,13.15,80.05,299,960,9958
2025-06-12 11-06-34,13.15,80.06,299,964,9278
2025-06-12 11-06-34,13.15,80.07,299,968,9170
2025-06-12 11-06-34,13.15,80.08,299,841,7812
2025-06-12 11-06-34,13.15,80.09,299,749,6031
2025-06-12 11-06-34,13.15,80.1,299,752,4757
2025-06-12 11-06-34,13.15,80.11,299,746,2972
2025-06-12 11-06-34,13.15,80.12,299,705,3114
2025-06-12 11-06-34,13.15,80.13,299,717,2721
2025-06-12 11-06-34,13.15,80.14,370,730,2796
2025-06-12 11-06-34,13.15,80.15,299,761,4420
2025-06-12 11-06-34,13.15,80.16,417,779,7672
2025-06-12 11-06-34,13.15,80.17,397,990,10955
2025-06-12 11-06-34,13.15,80.18,415,1454,15626
2025-06-12 11-06-34,13.15,80.19,554,1542,20001
2025-06-12 11-06-34,13.15,80.2,662,1737,20891
2025-06-12 11-06-34,13.15,80.21,624,1618,19408
2025-06-12 11-06-34,13.15,80.22,619,1697,19554
2025-06-12 11-06-34,13.15,80.23,567,1569,17435
2025-06-12 11-06-34,13.15,80.24,393,1302,15479
2025-06-12 11-06-34,13.15,80.25,401,1286,13146
2025-06-12 11-06-34,13.15,80.26,450,949,12567
2025-06-12 11-06-34,13.15,80.27,299,1175,12312
2025-06-12 11-06-34,13.15,80.28,300,1241,9740
2025-06-12 11-06-34,13.15,80.29,299,1219,8120
2025-06-12 11-06-34,13.15,80.3,321,1267,8077
2025-06-12 11-06-34,13.15,80.31,299,1022,5385
2025-06-12 11-06-34,13.15,80.32,299,1021,4358
2025-06-12 11-06-34,13.15,80.33,299,936,3011
2025-06-12 11-06-34,13.15,80.34,299,799,960
2025-06-12 11-06-34,13.15,80.35,299,703,615
2025-06-12 11-06-34,13.15,80.36,299,703,615
2025-06-12 11-06-34,13.15,80.37,299,703,211
2025-06-12 11-06-34,13.15,80.38,299,703,211
2025-06-12 11-06-34,13.15,80.39,299,703,211
2025-06-13 12-17-00,13.15,79.95,346,714,6215
2025-06-13 12-17-00,13.15,79.96,618,703,4790
2025-06-13 12-17-00,13.15,79.97,413,992,4061
2025-06-13 12-17-00,13.15,79.98,299,930,3561
2025-06-13 12-17-00,13.15,79.99,299,703,3698
2025-06-13 12-17-00,13.15,80.0,299,703,3001
2025-06-13 12-17-00,13.15,80.01,299,789,5409
2025-06-13 12-17-00,13.15,80.02,299,977,8008
2025-06-13 12-17-00,13.15,80.03,299,1014,9385
2025-06-13 12-17-00,13.15,80.04,299,933,9425
2025-06-13 12-17-00,13.15,80.05,299,921,10166
2025-06-13 12-17-00,13.15,80.06,299,799,9702
2025-06-13 12-17-00,13.15,80.07,300,797,9912
2025-06-13 12-17-00,13.15,80.08,299,733,7833
2025-06-13 12-17-00,13.15,80.09,299,749,6024
2025-06-13 12-17-00,13.15,80.1,299,752,4725
2025-06-13 12-17-00,13.15,80.11,299,746,2959
2025-06-13 12-17-00,13.15,80.12,300,705,3100
2025-06-13 12-17-00,13.15,80.13,299,717,2716
2025-06-13 12-17-00,13.15,80.14,370,733,2490
2025-06-13 12-17-00,13.15,80.15,334,722,4363
2025-06-13 12-17-00,13.15,80.16,462,729,7610
2025-06-13 12-17-00,13.15,80.17,382,934,10977
2025-06-13 12-17-00,13.15,80.18,494,1910,15971
2025-06-13 12-17-00,13.15,80.19,608,2003,19663
2025-06-13 12-17-00,13.15,80.2,715,2110,20642
2025-06-13 12-17-00,13.15,80.21,622,2214,19135
2025-06-13 12-17-00,13.15,80.22,619,2417,18904
2025-06-13 12-17-00,13.15,80.23,622,1923,16745
2025-06-13 12-17-00,13.15,80.24,446,1884,14909
2025-06-13 12-17-00,13.15,80.25,435,1586,12703
2025-06-13 12-17-00,13.15,80.26,466,1077,12334
2025-06-13 12-17-00,13.15,80.27,310,1035,12578
2025-06-13 12-17-00,13.15,80.28,311,1133,9989
2025-06-13 12-17-00,13.15,80.29,300,1124,8482
2025-06-13 12-17-00,13.15,80.3,321,1239,8463
2025-06-13 12-17-00,13.15,80.31,299,890,5810
2025-06-13 12-17-00,13.15,80.32,299,958,4653
2025-06-13 12-17-00,13.15,80.33,299,804,3420
2025-06-13 12-17-00,13.15,80.34,299,801,1084
2025-06-13 12-17-00,13.15,80.35,299,703,615
2025-06-13 12-17-00,13.15,80.36,299,703,615
2025-06-13 12-17-00,13.15,80.37,299,703,211
2025-06-13 12-17-00,13.15,80.38,299,703,211
2025-06-13 12-17-00,13.15,80.39,299,703,211
2025-06-13 12-17-00,13.16,79.95,299,703,4939
2025-06-13 12-17-00,13.16,79.96,299,703,3244
2025-06-13 12-17-00,13.16,79.97,299,703,2508
2025-06-13 12-17-00,13.16,79.98,299,703,2076
2025-06-13 12-17-00,13.16,79.99,299,703,2501
2025-06-13 12-17-00,13.16,80.0,299,754,3952
2025-06-13 12-17-00,13.16,80.01,299,912,6198
2025-06-13 12-17-00,13.16,80.02,299,926,7605
2025-06-13 12-17-00,13.16,80.03,299,922,9311
2025-06-13 12-17-00,13.16,80.04,299,807,11472
2025-06-13 12-17-00,13.16,80.05,299,807,12025
2025-06-13 12-17-00,13.16,80.06,299,807,14473
2025-06-13 12-17-00,13.16,80.07,299,793,14916
2025-06-13 12-17-00,13.16,80.08,299,721,10456
2025-06-13 12-17-00,13.16,80.09,299,731,7546
2025-06-13 12-17-00,13.16,80.1,299,716,5258
2025-06-13 12-17-00,13.16,80.11,299,758,5337
2025-06-13 12-17-00,13.16,80.12,299,749,5763
2025-06-13 12-17-00,13.16,80.13,299,817,4230
2025-06-13 12-17-00,13.16,80.14,299,856,2608
2025-06-13 12-17-00,13.16,80.15,299,1264,2072
2025-06-13 12-17-00,13.16,80.16,299,1288,3209
2025-06-13 12-17-00,13.16,80.17,318,2024,6467
2025-06-13 12-17-00,13.16,80.18,717,2612,8850
2025-06-13 12-17-00,13.16,80.19,735,2604,11195
2025-06-13 12-17-00,13.16,80.2,995,2430,14787
2025-06-13 12-17-00,13.16,80.21,1024,2575,16597
2025-06-13 12-17-00,13.16,80.22,668,3144,20193
2025-06-13 12-17-00,13.16,80.23,642,2602,17306
2025-06-13 12-17-00,13.16,80.24,640,2056,15998
2025-06-13 12-17-00,13.16,80.25,460,1242,13618
2025-06-13 12-17-00,13.16,80.26,573,872,12982
2025-06-13 12-17-00,13.16,80.27,319,773,12573
2025-06-13 12-17-00,13.16,80.28,299,1218,12814
2025-06-13 12-17-00,13.16,80.29,299,1152,10973
2025-06-13 12-17-00,13.16,80.3,308,1160,10658
2025-06-13 12-17-00,13.16,80.31,299,1111,7508
2025-06-13 12-17-00,13.16,80.32,299,1047,5526
2025-06-13 12-17-00,13.16,80.33,299,935,3605
2025-06-13 12-17-00,13.16,80.34,299,751,1688
2025-06-13 12-17-00,13.16,80.35,299,703,615
2025-06-13 12-17-00,13.16,80.36,299,703,615
2025-06-13 12-17-00,13.16,80.37,299,703,211
2025-06-13 12-17-00,13.16,80.38,299,703,211
2025-06-13 12-17-00,13.16,80.39,299,703,211
2025-06-13 12-17-00,13.17,79.95,299,703,5142
2025-06-13 12-17-00,13.17,79.96,299,703,3789
2025-06-13 12-17-00,13.17,79.97,299,703,2299
2025-06-13 12-17-00,13.17,79.98,299,703,2182
2025-06-13 12-17-00,13.17,79.99,299,703,2106
2025-06-13 12-17-00,13.17,80.0,299,828,4371
2025-06-13 12-17-00,13.17,80.01,299,881,5605
2025-06-13 12-17-00,13.17,80.02,299,867,6662
2025-06-13 12-17-00,13.17,80.03,299,840,6976
2025-06-13 12-17-00,13.17,80.04,299,813,10208
2025-06-13 12-17-00,13.17,80.05,299,837,11411
2025-06-13 12-17-00,13.17,80.06,299,843,14034
2025-06-13 12-17-00,13.17,80.07,299,767,14615
2025-06-13 12-17-00,13.17,80.08,299,734,13529
2025-06-13 12-17-00,13.17,80.09,299,703,10176
2025-06-13 12-17-00,13.17,80.1,299,703,8705
2025-06-13 12-17-00,13.17,80.11,299,709,9025
2025-06-13 12-17-00,13.17,80.12,299,709,10055
2025-06-13 12-17-00,13.17,80.13,299,783,9139
2025-06-13 12-17-00,13.17,80.14,299,955,5683
2025-06-13 12-17-00,13.17,80.15,299,953,4240
2025-06-13 12-17-00,13.17,80.16,373,1068,4763
2025-06-13 12-17-00,13.17,80.17,407,2249,6612
2025-06-13 12-17-00,13.17,80.18,424,2078,8451
2025-06-13 12-17-00,13.17,80.19,437,2134,8388
2025-06-13 12-17-00,13.17,80.2,619,1667,8615
2025-06-13 12-17-00,13.17,80.21,664,1673,10701
2025-06-13 12-17-00,13.17,80.22,711,1527,13229
2025-06-13 12-17-00,13.17,80.23,665,1543,14713
2025-06-13 12-17-00,13.17,80.24,663,1161,15444
2025-06-16 12-02-11,13.15,79.95,346,1274,5728
2025-06-16 12-02-11,13.15,79.96,618,735,4752
2025-06-16 12-02-11,13.15,79.97,413,992,4061
2025-06-16 12-02-11,13.15,79.98,299,930,3561
2025-06-16 12-02-11,13.15,79.99,299,703,3698
2025-06-16 12-02-11,13.15,80.0,299,754,3730
2025-06-16 12-02-11,13.15,80.01,299,930,6612
2025-06-16 12-02-11,13.15,80.02,299,1404,8561
2025-06-16 12-02-11,13.15,80.03,299,1376,10062
2025-06-16 12-02-11,13.15,80.04,299,1394,9264
2025-06-16 12-02-11,13.15,80.05,299,1381,9954
2025-06-16 12-02-11,13.15,80.06,299,1383,9251
2025-06-16 12-02-11,13.15,80.07,300,1457,8992
2025-06-16 12-02-11,13.15,80.08,299,1231,7347
2025-06-16 12-02-11,13.15,80.09,299,1165,5434
2025-06-16 12-02-11,13.15,80.1,299,1168,4319
2025-06-16 12-02-11,13.15,80.11,299,1162,2568
2025-06-16 12-02-11,13.15,80.12,300,703,3109
2025-06-16 12-02-11,13.15,80.13,299,717,2709
2025-06-16 12-02-11,13.15,80.14,370,733,2785
2025-06-16 12-02-11,13.15,80.15,334,729,4401
2025-06-16 12-02-11,13.15,80.16,462,737,7658
2025-06-16 12-02-11,13.15,80.17,383,926,10638
2025-06-16 12-02-11,13.15,80.18,709,1333,14844
2025-06-16 12-02-11,13.15,80.19,842,1400,19520
2025-06-16 12-02-11,13.15,80.2,949,1568,20616
2025-06-16 12-02-11,13.15,80.21,730,1495,19292
2025-06-16 12-02-11,13.15,80.22,730,1677,19307
2025-06-16 12-02-11,13.15,80.23,579,1641,17439
2025-06-16 12-02-11,13.15,80.24,592,1467,15331
2025-06-16 12-02-11,13.15,80.25,491,1253,13196
2025-06-16 12-02-11,13.15,80.26,487,965,12441
2025-06-16 12-02-11,13.15,80.27,372,1127,12379
2025-06-16 12-02-11,13.15,80.28,328,1146,10322
2025-06-16 12-02-11,13.15,80.29,328,1057,8864
2025-06-16 12-02-11,13.15,80.3,330,969,8872
2025-06-16 12-02-11,13.15,80.31,319,830,5804
2025-06-16 12-02-11,13.15,80.32,318,886,4780
2025-06-16 12-02-11,13.15,80.33,318,926,3434
2025-06-16 12-02-11,13.15,80.34,299,755,1165
2025-06-16 12-02-11,13.15,80.35,299,703,615
2025-06-16 12-02-11,13.15,80.36,299,703,615
2025-06-16 12-02-11,13.15,80.37,299,703,211
2025-06-16 12-02-11,13.15,80.38,299,703,211
2025-06-16 12-02-11,13.15,80.39,299,703,211
2025-06-16 12-02-11,13.16,79.95,299,1119,4535
2025-06-16 12-02-11,13.16,79.96,299,703,3239
2025-06-16 12-02-11,13.16,79.97,299,703,2508
2025-06-16 12-02-11,13.16,79.98,299,703,2076
2025-06-16 12-02-11,13.16,79.99,299,703,2501
2025-06-16 12-02-11,13.16,80.0,299,754,3952
2025-06-16 12-02-11,13.16,80.01,299,983,6203
2025-06-16 12-02-11,13.16,80.02,299,1001,7621
2025-06-16 12-02-11,13.16,80.03,299,978,9347
2025-06-16 12-02-11,13.16,80.04,299,900,11468
2025-06-16 12-02-11,13.16,80.05,299,902,12022
2025-06-16 12-02-11,13.16,80.06,299,902,14455
2025-06-16 12-02-11,13.16,80.07,299,872,14882
2025-06-16 12-02-11,13.16,80.08,299,721,10299
2025-06-16 12-02-11,13.16,80.09,299,731,7312
2025-06-16 12-02-11,13.16,80.1,299,716,5150
2025-06-16 12-02-11,13.16,80.11,299,758,5379
2025-06-16 12-02-11,13.16,80.12,299,749,5768
2025-06-16 12-02-11,13.16,80.13,299,817,4239
2025-06-16 12-02-11,13.16,80.14,299,856,2608
2025-06-16 12-02-11,13.16,80.15,299,1264,2072
2025-06-16 12-02-11,13.16,80.16,299,1288,3209
2025-06-16 12-02-11,13.16,80.17,424,1813,6570
2025-06-16 12-02-11,13.16,80.18,439,2534,9266
2025-06-16 12-02-11,13.16,80.19,445,2186,11952
2025-06-16 12-02-11,13.16,80.2,580,1757,15797
2025-06-16 12-02-11,13.16,80.21,608,1784,17740
2025-06-16 12-02-11,13.16,80.22,662,1970,21280
2025-06-16 12-02-11,13.16,80.23,638,1405,18422
2025-06-16 12-02-11,13.16,80.24,497,1234,16859
2025-06-16 12-02-11,13.16,80.25,400,1046,13747
2025-06-16 12-02-11,13.16,80.26,427,845,13170
2025-06-16 12-02-11,13.16,80.27,319,854,12391
2025-06-16 12-02-11,13.16,80.28,321,1263,13364
2025-06-16 12-02-11,13.16,80.29,299,1156,11251
2025-06-16 12-02-11,13.16,80.3,343,1163,10929
2025-06-16 12-02-11,13.16,80.31,345,1151,7415
2025-06-16 12-02-11,13.16,80.32,365,1044,5804
2025-06-16 12-02-11,13.16,80.33,345,847,3796
2025-06-16 12-02-11,13.16,80.34,299,709,1824
2025-06-16 12-02-11,13.16,80.35,299,703,615
2025-06-16 12-02-11,13.16,80.36,299,703,615
2025-06-16 12-02-11,13.16,80.37,299,703,211
2025-06-16 12-02-11,13.16,80.38,299,703,211
2025-06-16 12-02-11,13.16,80.39,299,703,211
2025-06-16 12-02-11,13.17,79.95,299,703,5404
2025-06-16 12-02-11,13.17,79.96,299,703,3789
2025-06-16 12-02-11,13.17,79.97,299,703,2299
2025-06-16 12-02-11,13.17,79.98,299,703,2182
2025-06-16 12-02-11,13.17,79.99,299,703,2106
2025-06-16 12-02-11,13.17,80.0,299,878,4321
2025-06-16 12-02-11,13.17,80.01,299,942,5535
2025-06-16 12-02-11,13.17,80.02,299,932,6599
2025-06-16 12-02-11,13.17,80.03,299,891,6918
2025-06-16 12-02-11,13.17,80.04,299,849,10172
2025-06-16 12-02-11,13.17,80.05,299,897,11343
2025-06-16 12-02-11,13.17,80.06,299,888,13695
2025-06-16 12-02-11,13.17,80.07,299,761,14623
2025-06-16 12-02-11,13.17,80.08,299,715,13646
2025-06-16 12-02-11,13.17,80.09,299,703,10441
2025-06-16 12-02-11,13.17,80.1,299,703,8771
2025-06-16 12-02-11,13.17,80.11,299,709,9288
2025-06-16 12-02-11,13.17,80.12,299,709,10257
2025-06-16 12-02-11,13.17,80.13,299,783,9309
2025-06-16 12-02-11,13.17,80.14,299,1371,5279
2025-06-16 12-02-11,13.17,80.15,299,1369,3836
2025-06-16 12-02-11,13.17,80.16,454,1057,4672
2025-06-16 12-02-11,13.17,80.17,596,2203,6450
2025-06-16 12-02-11,13.17,80.18,747,1953,8205
2025-06-16 12-02-11,13.17,80.19,779,1908,8240
2025-06-16 12-02-11,13.17,80.2,756,1232,8914
2025-06-16 12-02-11,13.17,80.21,796,1244,10867
2025-06-16 12-02-11,13.17,80.22,845,1264,13340
2025-06-16 12-02-11,13.17,80.23,715,1415,14784
2025-06-16 12-02-11,13.17,80.24,598,1233,15418
2025-06-16 12-02-11,13.17,80.25,524,1176,15643
2025-06-16 12-02-11,13.17,80.26,545,993,15646
2025-06-16 12-02-11,13.17,80.27,377,844,13768
2025-06-16 12-02-11,13.17,80.28,346,1147,14772
2025-06-16 12-02-11,13.17,80.29,347,1151,13760
2025-06-16 12-02-11,13.17,80.3,323,1085,11862
2025-06-16 12-02-11,13.17,80.31,299,1092,7623
2025-06-16 12-02-11,13.17,80.32,299,955,6556
2025-06-16 12-02-11,13.17,80.33,299,939,5039
2025-06-16 12-02-11,13.17,80.34,299,807,3001
2025-06-16 12-02-11,13.17,80.35,299,703,669
2025-06-16 12-02-11,13.17,80.36,299,703,615
2025-06-16 12-02-11,13.17,80.37,299,703,211
2025-06-16 12-02-11,13.17,80.38,299,703,211
2025-06-16 12-02-11,13.17,80.39,299,703,211
2025-06-16 12-02-11,13.18,79.95,299,703,7832
2025-06-16 12-02-11,13.18,79.96,299,703,5502
2025-06-16 12-02-11,13.18,79.97,299,703,4605
2025-06-16 12-02-11,13.18,79.98,299,703,3147
2025-06-16 12-02-11,13.18,79.99,299,703,2707
2025-06-16 12-02-11,13.18,80.0,299,861,3777
2025-06-16 12-02-11,13.18,80.01,299,971,4706
2025-06-16 12-02-11,13.18,80.02,299,991,5708
2025-06-16 12-02-11,13.18,80.03,299,765,5981
2025-06-16 12-02-11,13.18,80.04,299,738,7669
2025-06-16 12-02-11,13.18,80.05,299,786,10746
2025-06-16 12-02-11,13.18,80.06,299,715,13099
2025-06-16 12-02-11,13.18,80.07,299,713,14719
2025-06-16 12-02-11,13.18,80.08,299,714,16633
2025-06-16 12-02-11,13.18,80.09,299,715,14164
2025-06-16 12-02-11,13.18,80.1,299,796,13838
2025-06-16 12-02-11,13.18,80.11,299,893,13170
2025-06-16 12-02-11,13.18,80.12,299,904,14036
2025-06-16 12-02-11,13.18,80.13,299,769,11874
2025-06-16 12-02-11,13.18,80.14,299,1133,10844
2025-06-16 12-02-11,13.18,80.15,419,1139,10624
2025-06-16 12-02-11,13.18,80.16,719,1274,10029
2025-06-16 12-02-11,13.18,80.17,1102,2096,9693
2025-06-16 12-02-11,13.18,80.18,979,2202,7522
2025-06-16 12-02-11,13.18,80.19,605,2081,5833
2025-06-16 12-02-11,13.18,80.2,412,1876,5813
2025-06-16 12-02-11,13.18,80.21,557,2072,7116
2025-06-16 12-02-11,13.18,80.22,618,1903,9116
2025-06-16 12-02-11,13.18,80.23,499,1513,9703
2025-06-16 12-02-11,13.18,80.24,490,1096,12975
2025-06-16 12-02-11,13.18,80.25,525,1078,13878
2025-06-16 12-02-11,13.18,80.26,521,800,13690
2025-06-16 12-02-11,13.18,80.27,471,851,12216
2025-06-16 12-02-11,13.18,80.28,305,1420,14088
2025-06-16 12-02-11,13.18,80.29,304,1605,14591
2025-06-16 12-02-11,13.18,80.3,305,1614,12479
2025-06-16 12-02-11,13.18,80.31,299,1541,8515
2025-06-16 12-02-11,13.18,80.32,299,1444,6922
2025-06-16 12-02-11,13.18,80.33,299,1416,5335
2025-06-16 12-02-11,13.18,80.34,299,1358,3325
2025-06-16 12-02-11,13.18,80.35,299,704,671
2025-06-16 12-02-11,13.18,80.36,299,703,615
2025-06-16 12-02-11,13.18,80.37,299,703,211
2025-06-16 12-02-11,13.18,80.38,299,703,211
2025-06-16 12-02-11,13.18,80.39,299,703,211
2025-06-16 12-02-11,13.19,79.95,299,703,7993
2025-06-16 12-02-11,13.19,79.96,299,703,7281
2025-06-16 12-02-11,13.19,79.97,299,703,5223
2025-06-16 12-02-11,13.19,79.98,299,703,3920
2025-06-16 12-02-11,13.19,79.99,299,703,2992
2025-06-16 12-02-11,13.19,80.0,299,916,4242
2025-06-16 12-02-11,13.19,80.01,299,935,4686
2025-06-16 12-02-11,13.19,80.02,299,970,4995
2025-06-16 12-02-11,13.19,80.03,299,887,5873
2025-06-16 12-02-11,13.19,80.04,299,842,6027
2025-06-16 12-02-11,13.19,80.05,299,890,6864
2025-06-16 12-02-11,13.19,80.06,299,919,10529
2025-06-16 12-02-11,13.19,80.07,299,775,12234
2025-06-16 12-02-11,13.19,80.08,299,783,13267
2025-06-16 12-02-11,13.19,80.09,299,843,12831
2025-06-16 12-02-11,13.19,80.1,299,874,14664
2025-06-16 12-02-11,13.19,80.11,299,798,16227
2025-06-16 12-02-11,13.19,80.12,299,805,16062
2025-06-16 12-02-11,13.19,80.13,299,740,17566
2025-06-16 12-02-11,13.19,80.14,299,714,17468
2025-06-16 12-02-11,13.19,80.15,359,1413,16813
2025-06-16 12-02-11,13.19,80.16,991,1642,12596
2025-06-16 12-02-11,13.19,80.17,1072,1832,9083
2025-06-16 12-02-11,13.19,80.18,1156,2054,7061
2025-06-16 12-02-11,13.19,80.19,698,1568,4307
2025-06-16 12-02-11,13.19,80.2,706,1183,4592
2025-06-16 12-02-11,13.19,80.21,651,2089,4766
2025-06-16 12-02-11,13.19,80.22,940,1508,6465
2025-06-16 12-02-11,13.19,80.23,493,1606,6111
2025-06-16 12-02-11,13.19,80.24,435,826,8445
2025-06-16 12-02-11,13.19,80.25,540,844,10254
2025-06-16 12-02-11,13.19,80.26,603,845,11177
2025-06-16 12-02-11,13.19,80.27,531,849,10338
2025-06-16 12-02-11,13.19,80.28,376,1801,10618
2025-06-16 12-02-11,13.19,80.29,370,1974,11650
2025-06-16 12-02-11,13.19,80.3,353,1973,10003
2025-06-16 12-02-11,13.19,80.31,299,1583,7610
2025-06-16 12-02-11,13.19,80.32,299,1061,6639
2025-06-16 12-02-11,13.19,80.33,299,1061,5923
2025-06-16 12-02-11,13.19,80.34,299,994,3364
2025-06-16 12-02-11,13.19,80.35,299,703,1016
2025-06-16 12-02-11,13.19,80.36,299,703,865
2025-06-16 12-02-11,13.19,80.37,299,703,211
2025-06-16 12-02-11,13.19,80.38,299,703,211
2025-06-16 12-02-11,13.19,80.39,299,703,211
2025-06-16 12-02-11,13.2,79.95,299,759,6847
2025-06-16 12-02-11,13.2,79.96,299,871,7392
2025-06-16 12-02-11,13.2,79.97,299,829,7832
2025-06-16 12-02-11,13.2,79.98,299,834,7498
2025-06-16 12-02-11,13.2,79.99,299,833,6415
2025-06-16 12-02-11,13.2,80.0,299,879,5861
2025-06-16 12-02-11,13.2,80.01,299,937,6118
2025-06-16 12-02-11,13.2,80.02,299,878,6424
2025-06-16 12-02-11,13.2,80.03,299,793,8501
2025-06-16 12-02-11,13.2,80.04,299,804,9249
2025-06-16 12-02-11,13.2,80.05,299,881,9091
2025-06-16 12-02-11,13.2,80.06,299,868,12173
2025-06-16 12-02-11,13.2,80.07,299,772,12455
2025-06-16 12-02-11,13.2,80.08,299,774,12778
2025-06-16 12-02-11,13.2,80.09,299,761,10585
2025-06-16 12-02-11,13.2,80.1,299,773,9730
2025-06-16 12-02-11,13.2,80.11,299,740,8240
2025-06-16 12-02-11,13.2,80.12,299,736,7992
2025-06-16 12-02-11,13.2,80.13,299,745,10626
2025-06-16 12-02-11,13.2,80.14,299,803,12618
2025-06-16 12-02-11,13.2,80.15,742,1361,13485
2025-06-16 12-02-11,13.2,80.16,750,1862,13674
2025-06-16 12-02-11,13.2,80.17,1045,1675,12757
2025-06-16 12-02-11,13.2,80.18,1048,1528,10411
2025-06-16 12-02-11,13.2,80.19,1045,1107,7766
2025-06-16 12-02-11,13.2,80.2,1090,1299,6159
2025-06-16 12-02-11,13.2,80.21,1122,1376,4979
2025-06-16 12-02-11,13.2,80.22,726,814,3429
2025-06-16 12-02-11,13.2,80.23,374,1119,2084
2025-06-16 12-02-11,13.2,80.24,299,708,5429
2025-06-16 12-02-11,13.2,80.25,299,707,5621
2025-06-16 12-02-11,13.2,80.26,299,711,5114
2025-06-16 12-02-11,13.2,80.27,299,710,5031
2025-06-16 12-02-11,13.2,80.28,339,1490,5360
2025-06-16 12-02-11,13.2,80.29,336,1786,6280
2025-06-16 12-02-11,13.2,80.3,339,1789,5723
2025-06-16 12-02-11,13.2,80.31,299,1759,3503
2025-06-16 12-02-11,13.2,80.32,299,1759,3488
2025-06-16 12-02-11,13.2,80.33,299,1762,2631
2025-06-16 12-02-11,13.2,80.34,299,1579,1401
2025-06-16 12-02-11,13.2,80.35,299,703,671
2025-06-16 12-02-11,13.2,80.36,299,703,728
2025-06-16 12-02-11,13.2,80.37,299,703,211
2025-06-16 12-02-11,13.2,80.38,299,703,211
2025-06-16 12-02-11,13.2,80.39,299,703,211
2025-06-16 12-02-11,13.21,79.95,299,756,5491
2025-06-16 12-02-11,13.21,79.96,299,866,6959
2025-06-16 12-02-11,13.21,79.97,299,888,8905
2025-06-16 12-02-11,13.21,79.98,299,887,9648
2025-06-16 12-02-11,13.21,79.99,299,831,8449
2025-06-16 12-02-11,13.21,80.0,299,852,9049
2025-06-16 12-02-11,13.21,80.01,299,889,9062
2025-06-16 12-02-11,13.21,80.02,299,883,9169
2025-06-16 12-02-11,13.21,80.03,299,851,9015
2025-06-16 12-02-11,13.21,80.04,299,841,9565
2025-06-16 12-02-11,13.21,80.05,299,850,9563
2025-06-16 12-02-11,13.21,80.06,299,896,11116
2025-06-16 12-02-11,13.21,80.07,299,783,9618
2025-06-16 12-02-11,13.21,80.08,299,783,9235
2025-06-16 12-02-11,13.21,80.09,299,769,8437
2025-06-16 12-02-11,13.21,80.1,299,775,8518
2025-06-16 12-02-11,13.21,80.11,299,781,9014
2025-06-16 12-02-11,13.21,80.12,299,771,9554
2025-06-16 12-02-11,13.21,80.13,299,1024,11828
2025-06-16 12-02-11,13.21,80.14,309,1573,15755
2025-06-16 12-02-11,13.21,80.15,344,2457,15686
2025-06-16 12-02-11,13.21,80.16,557,2459,15448
2025-06-16 12-02-11,13.21,80.17,707,1936,14204
2025-06-16 12-02-11,13.21,80.18,542,1933,12113
2025-06-16 12-02-11,13.21,80.19,441,1945,10770
2025-06-16 12-02-11,13.21,80.2,718,1729,7022
2025-06-16 12-02-11,13.21,80.21,616,1312,4370
2025-06-16 12-02-11,13.21,80.22,494,703,3717
2025-06-16 12-02-11,13.21,80.23,682,703,2095
2025-06-16 12-02-11,13.21,80.24,299,1119,4707
2025-06-16 12-02-11,13.21,80.25,299,703,5952
2025-06-16 12-02-11,13.21,80.26,299,703,5933
2025-06-16 12-02-11,13.21,80.27,299,705,5877
2025-06-16 12-02-11,13.21,80.28,299,1283,4050
2025-06-16 12-02-11,13.21,80.29,299,1761,4393
2025-06-16 12-02-11,13.21,80.3,383,1774,3864
2025-06-16 12-02-11,13.21,80.31,299,1759,2365
2025-06-16 12-02-11,13.21,80.32,299,1759,2222
2025-06-16 12-02-11,13.21,80.33,299,1681,1723
2025-06-16 12-02-11,13.21,80.34,299,1124,1574
2025-06-16 12-02-11,13.21,80.35,299,703,1423
2025-06-16 12-02-11,13.21,80.36,299,703,922
2025-06-16 12-02-11,13.21,80.37,299,703,211
2025-06-16 12-02-11,13.21,80.38,299,703,211
2025-06-16 12-02-11,13.21,80.39,299,703,211
2025-06-16 12-02-11,13.22,79.95,299,716,2830
2025-06-16 12-02-11,13.22,79.96,299,753,4661
2025-06-16 12-02-11,13.22,79.97,299,750,5902
2025-06-16 12-02-11,13.22,79.98,299,756,7286
2025-06-16 12-02-11,13.22,79.99,299,751,8874
2025-06-16 12-02-11,13.22,80.0,299,877,11832
2025-06-16 12-02-11,13.22,80.01,299,885,12723
2025-06-16 12-02-11,13.22,80.02,299,877,12714
2025-06-16 12-02-11,13.22,80.03,299,826,10694
2025-06-16 12-02-11,13.22,80.04,299,793,10887
2025-06-16 12-02-11,13.22,80.05,299,804,11663
2025-06-16 12-02-11,13.22,80.06,299,809,13389
2025-06-16 12-02-11,13.22,80.07,299,703,11929
2025-06-16 12-02-11,13.22,80.08,299,706,11015
2025-06-16 12-02-11,13.22,80.09,299,709,10836
2025-06-16 12-02-11,13.22,80.1,299,745,10264
2025-06-16 12-02-11,13.22,80.11,299,747,10041
2025-06-16 12-02-11,13.22,80.12,299,823,6847
2025-06-16 12-02-11,13.22,80.13,299,1318,6928
2025-06-16 12-02-11,13.22,80.14,308,1852,10590
